Адр,МК,IP,CR,AR,DR,SP,BR,AC,PS,NZVCСчМК
07,8078104002,5A3,0000,5A2,0000,000,05A2,0000,004,010078
78,81A4084002,5A3,0000,5A2,0000,000,05A2,0000,004,010079
79,8189044002,5A3,0000,5A2,0000,000,05A2,0000,004,01007A
7A,817D024002,5A3,0000,5A2,0000,000,05A2,0000,004,01007B
7B,80C4014002,5A3,0000,5A2,0000,000,05A2,0000,004,0100C4
C4,80DE801040,5A3,0000,5A2,0000,000,05A2,0000,004,0100DE
DE,4000000000,5A3,0000,5A2,0000,000,05A2,0000,004,0100DF
DF,8001101040,5A3,0000,5A2,0000,000,05A2,0000,004,010001
01,00A0009004,5A3,0000,5A3,0000,000,05A3,0000,004,010002
02,0104009420,5A4,0000,5A3,0000,000,05A3,0000,004,010003
03,0002009001,5A4,0000,5A3,0000,000,05A3,0000,004,010004
04,8109804002,5A4,0000,5A3,0000,000,05A3,0000,004,010005
05,810C404002,5A4,0000,5A3,0000,000,05A3,0000,004,010006
06,810C204002,5A4,0000,5A3,0000,000,05A3,0000,004,010007
07,8078104002,5A4,0000,5A3,0000,000,05A3,0000,004,010078
78,81A4084002,5A4,0000,5A3,0000,000,05A3,0000,004,010079
79,8189044002,5A4,0000,5A3,0000,000,05A3,0000,004,01007A
7A,817D024002,5A4,0000,5A3,0000,000,05A3,0000,004,01007B
7B,80C4014002,5A4,0000,5A3,0000,000,05A3,0000,004,0100C4
C4,80DE801040,5A4,0000,5A3,0000,000,05A3,0000,004,0100DE
DE,4000000000,5A4,0000,5A3,0000,000,05A3,0000,004,0100DF
DF,8001101040,5A4,0000,5A3,0000,000,05A3,0000,004,010001
01,00A0009004,5A4,0000,5A4,0000,000,05A4,0000,004,010002
02,0104009420,5A5,0000,5A4,0000,000,05A4,0000,004,010003
03,0002009001,5A5,0000,5A4,0000,000,05A4,0000,004,010004
04,8109804002,5A5,0000,5A4,0000,000,05A4,0000,004,010005
05,810C404002,5A5,0000,5A4,0000,000,05A4,0000,004,010006
06,810C204002,5A5,0000,5A4,0000,000,05A4,0000,004,010007
07,8078104002,5A5,0000,5A4,0000,000,05A4,0000,004,010078
78,81A4084002,5A5,0000,5A4,0000,000,05A4,0000,004,010079
79,8189044002,5A5,0000,5A4,0000,000,05A4,0000,004,01007A
7A,817D024002,5A5,0000,5A4,0000,000,05A4,0000,004,01007B
7B,80C4014002,5A5,0000,5A4,0000,000,05A4,0000,004,0100C4
C4,80DE801040,5A5,0000,5A4,0000,000,05A4,0000,004,0100DE
DE,4000000000,5A5,0000,5A4,0000,000,05A4,0000,004,0100DF
DF,8001101040,5A5,0000,5A4,0000,000,05A4,0000,004,010001
01,00A0009004,5A5,0000,5A5,0000,000,05A5,0000,004,010002
02,0104009420,5A6,0000,5A5,0000,000,05A5,0000,004,010003
03,0002009001,5A6,0000,5A5,0000,000,05A5,0000,004,010004
04,8109804002,5A6,0000,5A5,0000,000,05A5,0000,004,010005
05,810C404002,5A6,0000,5A5,0000,000,05A5,0000,004,010006
06,810C204002,5A6,0000,5A5,0000,000,05A5,0000,004,010007
07,8078104002,5A6,0000,5A5,0000,000,05A5,0000,004,010078
78,81A4084002,5A6,0000,5A5,0000,000,05A5,0000,004,010079
79,8189044002,5A6,0000,5A5,0000,000,05A5,0000,004,01007A
7A,817D024002,5A6,0000,5A5,0000,000,05A5,0000,004,01007B
7B,80C4014002,5A6,0000,5A5,0000,000,05A5,0000,004,0100C4
C4,80DE801040,5A6,0000,5A5,0000,000,05A5,0000,004,0100DE
DE,4000000000,5A6,0000,5A5,0000,000,05A5,0000,004,0100DF
DF,8001101040,5A6,0000,5A5,0000,000,05A5,0000,004,010001
01,00A0009004,5A6,0000,5A6,0000,000,05A6,0000,004,010002
02,0104009420,5A7,0000,5A6,0000,000,05A6,0000,004,010003
03,0002009001,5A7,0000,5A6,0000,000,05A6,0000,004,010004
04,8109804002,5A7,0000,5A6,0000,000,05A6,0000,004,010005
05,810C404002,5A7,0000,5A6,0000,000,05A6,0000,004,010006
06,810C204002,5A7,0000,5A6,0000,000,05A6,0000,004,010007
07,8078104002,5A7,0000,5A6,0000,000,05A6,0000,004,010078
78,81A4084002,5A7,0000,5A6,0000,000,05A6,0000,004,010079
79,8189044002,5A7,0000,5A6,0000,000,05A6,0000,004,01007A
7A,817D024002,5A7,0000,5A6,0000,000,05A6,0000,004,01007B
7B,80C4014002,5A7,0000,5A6,0000,000,05A6,0000,004,0100C4
C4,80DE801040,5A7,0000,5A6,0000,000,05A6,0000,004,0100DE
DE,4000000000,5A7,0000,5A6,0000,000,05A6,0000,004,0100DF
DF,8001101040,5A7,0000,5A6,0000,000,05A6,0000,004,010001
01,00A0009004,5A7,0000,5A7,0000,000,05A7,0000,004,010002
02,0104009420,5A8,0000,5A7,0000,000,05A7,0000,004,010003
03,0002009001,5A8,0000,5A7,0000,000,05A7,0000,004,010004
04,8109804002,5A8,0000,5A7,0000,000,05A7,0000,004,010005
05,810C404002,5A8,0000,5A7,0000,000,05A7,0000,004,010006
06,810C204002,5A8,0000,5A7,0000,000,05A7,0000,004,010007
07,8078104002,5A8,0000,5A7,0000,000,05A7,0000,004,010078
78,81A4084002,5A8,0000,5A7,0000,000,05A7,0000,004,010079
79,8189044002,5A8,0000,5A7,0000,000,05A7,0000,004,01007A
7A,817D024002,5A8,0000,5A7,0000,000,05A7,0000,004,01007B
7B,80C4014002,5A8,0000,5A7,0000,000,05A7,0000,004,0100C4
C4,80DE801040,5A8,0000,5A7,0000,000,05A7,0000,004,0100DE
DE,4000000000,5A8,0000,5A7,0000,000,05A7,0000,004,0100DF
DF,8001101040,5A8,0000,5A7,0000,000,05A7,0000,004,010001
01,00A0009004,5A8,0000,5A8,0000,000,05A8,0000,004,010002
02,0104009420,5A9,0000,5A8,0000,000,05A8,0000,004,010003
03,0002009001,5A9,0000,5A8,0000,000,05A8,0000,004,010004
04,8109804002,5A9,0000,5A8,0000,000,05A8,0000,004,010005
05,810C404002,5A9,0000,5A8,0000,000,05A8,0000,004,010006
06,810C204002,5A9,0000,5A8,0000,000,05A8,0000,004,010007
07,8078104002,5A9,0000,5A8,0000,000,05A8,0000,004,010078
78,81A4084002,5A9,0000,5A8,0000,000,05A8,0000,004,010079
79,8189044002,5A9,0000,5A8,0000,000,05A8,0000,004,01007A
7A,817D024002,5A9,0000,5A8,0000,000,05A8,0000,004,01007B
7B,80C4014002,5A9,0000,5A8,0000,000,05A8,0000,004,0100C4
C4,80DE801040,5A9,0000,5A8,0000,000,05A8,0000,004,0100DE
DE,4000000000,5A9,0000,5A8,0000,000,05A8,0000,004,0100DF
DF,8001101040,5A9,0000,5A8,0000,000,05A8,0000,004,010001
01,00A0009004,5A9,0000,5A9,0000,000,05A9,0000,004,010002
02,0104009420,5AA,0000,5A9,0000,000,05A9,0000,004,010003
03,0002009001,5AA,0000,5A9,0000,000,05A9,0000,004,010004
04,8109804002,5AA,0000,5A9,0000,000,05A9,0000,004,010005
05,810C404002,5AA,0000,5A9,0000,000,05A9,0000,004,010006
06,810C204002,5AA,0000,5A9,0000,000,05A9,0000,004,010007
07,8078104002,5AA,0000,5A9,0000,000,05A9,0000,004,010078
78,81A4084002,5AA,0000,5A9,0000,000,05A9,0000,004,010079
79,8189044002,5AA,0000,5A9,0000,000,05A9,0000,004,01007A
7A,817D024002,5AA,0000,5A9,0000,000,05A9,0000,004,01007B
7B,80C4014002,5AA,0000,5A9,0000,000,05A9,0000,004,0100C4
C4,80DE801040,5AA,0000,5A9,0000,000,05A9,0000,004,0100DE
DE,4000000000,5AA,0000,5A9,0000,000,05A9,0000,004,0100DF
DF,8001101040,5AA,0000,5A9,0000,000,05A9,0000,004,010001
01,00A0009004,5AA,0000,5AA,0000,000,05AA,0000,004,010002
02,0104009420,5AB,0000,5AA,0000,000,05AA,0000,004,010003
03,0002009001,5AB,0000,5AA,0000,000,05AA,0000,004,010004
04,8109804002,5AB,0000,5AA,0000,000,05AA,0000,004,010005
05,810C404002,5AB,0000,5AA,0000,000,05AA,0000,004,010006
06,810C204002,5AB,0000,5AA,0000,000,05AA,0000,004,010007
07,8078104002,5AB,0000,5AA,0000,000,05AA,0000,004,010078
78,81A4084002,5AB,0000,5AA,0000,000,05AA,0000,004,010079
79,8189044002,5AB,0000,5AA,0000,000,05AA,0000,004,01007A
7A,817D024002,5AB,0000,5AA,0000,000,05AA,0000,004,01007B
7B,80C4014002,5AB,0000,5AA,0000,000,05AA,0000,004,0100C4
C4,80DE801040,5AB,0000,5AA,0000,000,05AA,0000,004,0100DE
DE,4000000000,5AB,0000,5AA,0000,000,05AA,0000,004,0100DF
DF,8001101040,5AB,0000,5AA,0000,000,05AA,0000,004,010001
01,00A0009004,5AB,0000,5AB,0000,000,05AB,0000,004,010002
02,0104009420,5AC,0000,5AB,0000,000,05AB,0000,004,010003
03,0002009001,5AC,0000,5AB,0000,000,05AB,0000,004,010004
04,8109804002,5AC,0000,5AB,0000,000,05AB,0000,004,010005
05,810C404002,5AC,0000,5AB,0000,000,05AB,0000,004,010006
06,810C204002,5AC,0000,5AB,0000,000,05AB,0000,004,010007
07,8078104002,5AC,0000,5AB,0000,000,05AB,0000,004,010078
78,81A4084002,5AC,0000,5AB,0000,000,05AB,0000,004,010079
79,8189044002,5AC,0000,5AB,0000,000,05AB,0000,004,01007A
7A,817D024002,5AC,0000,5AB,0000,000,05AB,0000,004,01007B
7B,80C4014002,5AC,0000,5AB,0000,000,05AB,0000,004,0100C4
C4,80DE801040,5AC,0000,5AB,0000,000,05AB,0000,004,0100DE
DE,4000000000,5AC,0000,5AB,0000,000,05AB,0000,004,0100DF
DF,8001101040,5AC,0000,5AB,0000,000,05AB,0000,004,010001
01,00A0009004,5AC,0000,5AC,0000,000,05AC,0000,004,010002
02,0104009420,5AD,0000,5AC,0000,000,05AC,0000,004,010003
03,0002009001,5AD,0000,5AC,0000,000,05AC,0000,004,010004
04,8109804002,5AD,0000,5AC,0000,000,05AC,0000,004,010005
05,810C404002,5AD,0000,5AC,0000,000,05AC,0000,004,010006
06,810C204002,5AD,0000,5AC,0000,000,05AC,0000,004,010007
07,8078104002,5AD,0000,5AC,0000,000,05AC,0000,004,010078
78,81A4084002,5AD,0000,5AC,0000,000,05AC,0000,004,010079
79,8189044002,5AD,0000,5AC,0000,000,05AC,0000,004,01007A
7A,817D024002,5AD,0000,5AC,0000,000,05AC,0000,004,01007B
7B,80C4014002,5AD,0000,5AC,0000,000,05AC,0000,004,0100C4
C4,80DE801040,5AD,0000,5AC,0000,000,05AC,0000,004,0100DE
DE,4000000000,5AD,0000,5AC,0000,000,05AC,0000,004,0100DF
DF,8001101040,5AD,0000,5AC,0000,000,05AC,0000,004,010001
01,00A0009004,5AD,0000,5AD,0000,000,05AD,0000,004,010002
02,0104009420,5AE,0000,5AD,0000,000,05AD,0000,004,010003
03,0002009001,5AE,0000,5AD,0000,000,05AD,0000,004,010004
04,8109804002,5AE,0000,5AD,0000,000,05AD,0000,004,010005
05,810C404002,5AE,0000,5AD,0000,000,05AD,0000,004,010006
06,810C204002,5AE,0000,5AD,0000,000,05AD,0000,004,010007
07,8078104002,5AE,0000,5AD,0000,000,05AD,0000,004,010078
78,81A4084002,5AE,0000,5AD,0000,000,05AD,0000,004,010079
79,8189044002,5AE,0000,5AD,0000,000,05AD,0000,004,01007A
7A,817D024002,5AE,0000,5AD,0000,000,05AD,0000,004,01007B
7B,80C4014002,5AE,0000,5AD,0000,000,05AD,0000,004,0100C4
C4,80DE801040,5AE,0000,5AD,0000,000,05AD,0000,004,0100DE
DE,4000000000,5AE,0000,5AD,0000,000,05AD,0000,004,0100DF
DF,8001101040,5AE,0000,5AD,0000,000,05AD,0000,004,010001
01,00A0009004,5AE,0000,5AE,0000,000,05AE,0000,004,010002
02,0104009420,5AF,0000,5AE,0000,000,05AE,0000,004,010003
03,0002009001,5AF,0000,5AE,0000,000,05AE,0000,004,010004
04,8109804002,5AF,0000,5AE,0000,000,05AE,0000,004,010005
05,810C404002,5AF,0000,5AE,0000,000,05AE,0000,004,010006
06,810C204002,5AF,0000,5AE,0000,000,05AE,0000,004,010007
07,8078104002,5AF,0000,5AE,0000,000,05AE,0000,004,010078
78,81A4084002,5AF,0000,5AE,0000,000,05AE,0000,004,010079
79,8189044002,5AF,0000,5AE,0000,000,05AE,0000,004,01007A
7A,817D024002,5AF,0000,5AE,0000,000,05AE,0000,004,01007B
7B,80C4014002,5AF,0000,5AE,0000,000,05AE,0000,004,0100C4
C4,80DE801040,5AF,0000,5AE,0000,000,05AE,0000,004,0100DE
DE,4000000000,5AF,0000,5AE,0000,000,05AE,0000,004,0100DF
DF,8001101040,5AF,0000,5AE,0000,000,05AE,0000,004,010001
01,00A0009004,5AF,0000,5AF,0000,000,05AF,0000,004,010002
02,0104009420,5B0,0000,5AF,0000,000,05AF,0000,004,010003
03,0002009001,5B0,0000,5AF,0000,000,05AF,0000,004,010004
04,8109804002,5B0,0000,5AF,0000,000,05AF,0000,004,010005
05,810C404002,5B0,0000,5AF,0000,000,05AF,0000,004,010006
06,810C204002,5B0,0000,5AF,0000,000,05AF,0000,004,010007
07,8078104002,5B0,0000,5AF,0000,000,05AF,0000,004,010078
78,81A4084002,5B0,0000,5AF,0000,000,05AF,0000,004,010079
79,8189044002,5B0,0000,5AF,0000,000,05AF,0000,004,01007A
7A,817D024002,5B0,0000,5AF,0000,000,05AF,0000,004,01007B
7B,80C4014002,5B0,0000,5AF,0000,000,05AF,0000,004,0100C4
C4,80DE801040,5B0,0000,5AF,0000,000,05AF,0000,004,0100DE
DE,4000000000,5B0,0000,5AF,0000,000,05AF,0000,004,0100DF
DF,8001101040,5B0,0000,5AF,0000,000,05AF,0000,004,010001
01,00A0009004,5B0,0000,5B0,0000,000,05B0,0000,004,010002
02,0104009420,5B1,0000,5B0,0000,000,05B0,0000,004,010003
03,0002009001,5B1,0000,5B0,0000,000,05B0,0000,004,010004
04,8109804002,5B1,0000,5B0,0000,000,05B0,0000,004,010005
05,810C404002,5B1,0000,5B0,0000,000,05B0,0000,004,010006
06,810C204002,5B1,0000,5B0,0000,000,05B0,0000,004,010007
07,8078104002,5B1,0000,5B0,0000,000,05B0,0000,004,010078
78,81A4084002,5B1,0000,5B0,0000,000,05B0,0000,004,010079
79,8189044002,5B1,0000,5B0,0000,000,05B0,0000,004,01007A
7A,817D024002,5B1,0000,5B0,0000,000,05B0,0000,004,01007B
7B,80C4014002,5B1,0000,5B0,0000,000,05B0,0000,004,0100C4
C4,80DE801040,5B1,0000,5B0,0000,000,05B0,0000,004,0100DE
DE,4000000000,5B1,0000,5B0,0000,000,05B0,0000,004,0100DF
DF,8001101040,5B1,0000,5B0,0000,000,05B0,0000,004,010001
01,00A0009004,5B1,0000,5B1,0000,000,05B1,0000,004,010002
02,0104009420,5B2,0000,5B1,0000,000,05B1,0000,004,010003
03,0002009001,5B2,0000,5B1,0000,000,05B1,0000,004,010004
04,8109804002,5B2,0000,5B1,0000,000,05B1,0000,004,010005
05,810C404002,5B2,0000,5B1,0000,000,05B1,0000,004,010006
06,810C204002,5B2,0000,5B1,0000,000,05B1,0000,004,010007
07,8078104002,5B2,0000,5B1,0000,000,05B1,0000,004,010078
78,81A4084002,5B2,0000,5B1,0000,000,05B1,0000,004,010079
79,8189044002,5B2,0000,5B1,0000,000,05B1,0000,004,01007A
7A,817D024002,5B2,0000,5B1,0000,000,05B1,0000,004,01007B
7B,80C4014002,5B2,0000,5B1,0000,000,05B1,0000,004,0100C4
C4,80DE801040,5B2,0000,5B1,0000,000,05B1,0000,004,0100DE
DE,4000000000,5B2,0000,5B1,0000,000,05B1,0000,004,0100DF
DF,8001101040,5B2,0000,5B1,0000,000,05B1,0000,004,010001
01,00A0009004,5B2,0000,5B2,0000,000,05B2,0000,004,010002
02,0104009420,5B3,0000,5B2,0000,000,05B2,0000,004,010003
03,0002009001,5B3,0000,5B2,0000,000,05B2,0000,004,010004
04,8109804002,5B3,0000,5B2,0000,000,05B2,0000,004,010005
05,810C404002,5B3,0000,5B2,0000,000,05B2,0000,004,010006
06,810C204002,5B3,0000,5B2,0000,000,05B2,0000,004,010007
07,8078104002,5B3,0000,5B2,0000,000,05B2,0000,004,010078
78,81A4084002,5B3,0000,5B2,0000,000,05B2,0000,004,010079
79,8189044002,5B3,0000,5B2,0000,000,05B2,0000,004,01007A
7A,817D024002,5B3,0000,5B2,0000,000,05B2,0000,004,01007B
7B,80C4014002,5B3,0000,5B2,0000,000,05B2,0000,004,0100C4
C4,80DE801040,5B3,0000,5B2,0000,000,05B2,0000,004,0100DE
DE,4000000000,5B3,0000,5B2,0000,000,05B2,0000,004,0100DF
DF,8001101040,5B3,0000,5B2,0000,000,05B2,0000,004,010001
01,00A0009004,5B3,0000,5B3,0000,000,05B3,0000,004,010002
02,0104009420,5B4,0000,5B3,0000,000,05B3,0000,004,010003
03,0002009001,5B4,0000,5B3,0000,000,05B3,0000,004,010004
04,8109804002,5B4,0000,5B3,0000,000,05B3,0000,004,010005
05,810C404002,5B4,0000,5B3,0000,000,05B3,0000,004,010006
06,810C204002,5B4,0000,5B3,0000,000,05B3,0000,004,010007
07,8078104002,5B4,0000,5B3,0000,000,05B3,0000,004,010078
78,81A4084002,5B4,0000,5B3,0000,000,05B3,0000,004,010079
79,8189044002,5B4,0000,5B3,0000,000,05B3,0000,004,01007A
7A,817D024002,5B4,0000,5B3,0000,000,05B3,0000,004,01007B
7B,80C4014002,5B4,0000,5B3,0000,000,05B3,0000,004,0100C4
C4,80DE801040,5B4,0000,5B3,0000,000,05B3,0000,004,0100DE
DE,4000000000,5B4,0000,5B3,0000,000,05B3,0000,004,0100DF
DF,8001101040,5B4,0000,5B3,0000,000,05B3,0000,004,010001
01,00A0009004,5B4,0000,5B4,0000,000,05B4,0000,004,010002
02,0104009420,5B5,0000,5B4,0000,000,05B4,0000,004,010003
03,0002009001,5B5,0000,5B4,0000,000,05B4,0000,004,010004
04,8109804002,5B5,0000,5B4,0000,000,05B4,0000,004,010005
05,810C404002,5B5,0000,5B4,0000,000,05B4,0000,004,010006
06,810C204002,5B5,0000,5B4,0000,000,05B4,0000,004,010007
07,8078104002,5B5,0000,5B4,0000,000,05B4,0000,004,010078
78,81A4084002,5B5,0000,5B4,0000,000,05B4,0000,004,010079
79,8189044002,5B5,0000,5B4,0000,000,05B4,0000,004,01007A
7A,817D024002,5B5,0000,5B4,0000,000,05B4,0000,004,01007B
7B,80C4014002,5B5,0000,5B4,0000,000,05B4,0000,004,0100C4
C4,80DE801040,5B5,0000,5B4,0000,000,05B4,0000,004,0100DE
DE,4000000000,5B5,0000,5B4,0000,000,05B4,0000,004,0100DF
DF,8001101040,5B5,0000,5B4,0000,000,05B4,0000,004,010001
01,00A0009004,5B5,0000,5B5,0000,000,05B5,0000,004,010002
02,0104009420,5B6,0000,5B5,0000,000,05B5,0000,004,010003
03,0002009001,5B6,0000,5B5,0000,000,05B5,0000,004,010004
04,8109804002,5B6,0000,5B5,0000,000,05B5,0000,004,010005
05,810C404002,5B6,0000,5B5,0000,000,05B5,0000,004,010006
06,810C204002,5B6,0000,5B5,0000,000,05B5,0000,004,010007
07,8078104002,5B6,0000,5B5,0000,000,05B5,0000,004,010078
78,81A4084002,5B6,0000,5B5,0000,000,05B5,0000,004,010079
79,8189044002,5B6,0000,5B5,0000,000,05B5,0000,004,01007A
7A,817D024002,5B6,0000,5B5,0000,000,05B5,0000,004,01007B
7B,80C4014002,5B6,0000,5B5,0000,000,05B5,0000,004,0100C4
C4,80DE801040,5B6,0000,5B5,0000,000,05B5,0000,004,0100DE
DE,4000000000,5B6,0000,5B5,0000,000,05B5,0000,004,0100DF
DF,8001101040,5B6,0000,5B5,0000,000,05B5,0000,004,010001
01,00A0009004,5B6,0000,5B6,0000,000,05B6,0000,004,010002
02,0104009420,5B7,0000,5B6,0000,000,05B6,0000,004,010003
03,0002009001,5B7,0000,5B6,0000,000,05B6,0000,004,010004
04,8109804002,5B7,0000,5B6,0000,000,05B6,0000,004,010005
05,810C404002,5B7,0000,5B6,0000,000,05B6,0000,004,010006
06,810C204002,5B7,0000,5B6,0000,000,05B6,0000,004,010007
07,8078104002,5B7,0000,5B6,0000,000,05B6,0000,004,010078
78,81A4084002,5B7,0000,5B6,0000,000,05B6,0000,004,010079
79,8189044002,5B7,0000,5B6,0000,000,05B6,0000,004,01007A
7A,817D024002,5B7,0000,5B6,0000,000,05B6,0000,004,01007B
7B,80C4014002,5B7,0000,5B6,0000,000,05B6,0000,004,0100C4
C4,80DE801040,5B7,0000,5B6,0000,000,05B6,0000,004,0100DE
DE,4000000000,5B7,0000,5B6,0000,000,05B6,0000,004,0100DF
DF,8001101040,5B7,0000,5B6,0000,000,05B6,0000,004,010001
01,00A0009004,5B7,0000,5B7,0000,000,05B7,0000,004,010002
02,0104009420,5B8,0000,5B7,0000,000,05B7,0000,004,010003
03,0002009001,5B8,0000,5B7,0000,000,05B7,0000,004,010004
04,8109804002,5B8,0000,5B7,0000,000,05B7,0000,004,010005
05,810C404002,5B8,0000,5B7,0000,000,05B7,0000,004,010006
06,810C204002,5B8,0000,5B7,0000,000,05B7,0000,004,010007
07,8078104002,5B8,0000,5B7,0000,000,05B7,0000,004,010078
78,81A4084002,5B8,0000,5B7,0000,000,05B7,0000,004,010079
79,8189044002,5B8,0000,5B7,0000,000,05B7,0000,004,01007A
7A,817D024002,5B8,0000,5B7,0000,000,05B7,0000,004,01007B
7B,80C4014002,5B8,0000,5B7,0000,000,05B7,0000,004,0100C4
C4,80DE801040,5B8,0000,5B7,0000,000,05B7,0000,004,0100DE
DE,4000000000,5B8,0000,5B7,0000,000,05B7,0000,004,0100DF
DF,8001101040,5B8,0000,5B7,0000,000,05B7,0000,004,010001
01,00A0009004,5B8,0000,5B8,0000,000,05B8,0000,004,010002
02,0104009420,5B9,0000,5B8,0000,000,05B8,0000,004,010003
03,0002009001,5B9,0000,5B8,0000,000,05B8,0000,004,010004
04,8109804002,5B9,0000,5B8,0000,000,05B8,0000,004,010005
05,810C404002,5B9,0000,5B8,0000,000,05B8,0000,004,010006
06,810C204002,5B9,0000,5B8,0000,000,05B8,0000,004,010007
07,8078104002,5B9,0000,5B8,0000,000,05B8,0000,004,010078
78,81A4084002,5B9,0000,5B8,0000,000,05B8,0000,004,010079
79,8189044002,5B9,0000,5B8,0000,000,05B8,0000,004,01007A
7A,817D024002,5B9,0000,5B8,0000,000,05B8,0000,004,01007B
7B,80C4014002,5B9,0000,5B8,0000,000,05B8,0000,004,0100C4
C4,80DE801040,5B9,0000,5B8,0000,000,05B8,0000,004,0100DE
DE,4000000000,5B9,0000,5B8,0000,000,05B8,0000,004,0100DF
DF,8001101040,5B9,0000,5B8,0000,000,05B8,0000,004,010001
01,00A0009004,5B9,0000,5B9,0000,000,05B9,0000,004,010002
02,0104009420,5BA,0000,5B9,0000,000,05B9,0000,004,010003
03,0002009001,5BA,0000,5B9,0000,000,05B9,0000,004,010004
04,8109804002,5BA,0000,5B9,0000,000,05B9,0000,004,010005
05,810C404002,5BA,0000,5B9,0000,000,05B9,0000,004,010006
06,810C204002,5BA,0000,5B9,0000,000,05B9,0000,004,010007
07,8078104002,5BA,0000,5B9,0000,000,05B9,0000,004,010078
78,81A4084002,5BA,0000,5B9,0000,000,05B9,0000,004,010079
79,8189044002,5BA,0000,5B9,0000,000,05B9,0000,004,01007A
7A,817D024002,5BA,0000,5B9,0000,000,05B9,0000,004,01007B
7B,80C4014002,5BA,0000,5B9,0000,000,05B9,0000,004,0100C4
C4,80DE801040,5BA,0000,5B9,0000,000,05B9,0000,004,0100DE
DE,4000000000,5BA,0000,5B9,0000,000,05B9,0000,004,0100DF
DF,8001101040,5BA,0000,5B9,0000,000,05B9,0000,004,010001
01,00A0009004,5BA,0000,5BA,0000,000,05BA,0000,004,010002
02,0104009420,5BB,0000,5BA,0000,000,05BA,0000,004,010003
03,0002009001,5BB,0000,5BA,0000,000,05BA,0000,004,010004
04,8109804002,5BB,0000,5BA,0000,000,05BA,0000,004,010005
05,810C404002,5BB,0000,5BA,0000,000,05BA,0000,004,010006
06,810C204002,5BB,0000,5BA,0000,000,05BA,0000,004,010007
07,8078104002,5BB,0000,5BA,0000,000,05BA,0000,004,010078
78,81A4084002,5BB,0000,5BA,0000,000,05BA,0000,004,010079
79,8189044002,5BB,0000,5BA,0000,000,05BA,0000,004,01007A
7A,817D024002,5BB,0000,5BA,0000,000,05BA,0000,004,01007B
7B,80C4014002,5BB,0000,5BA,0000,000,05BA,0000,004,0100C4
C4,80DE801040,5BB,0000,5BA,0000,000,05BA,0000,004,0100DE
DE,4000000000,5BB,0000,5BA,0000,000,05BA,0000,004,0100DF
DF,8001101040,5BB,0000,5BA,0000,000,05BA,0000,004,010001
01,00A0009004,5BB,0000,5BB,0000,000,05BB,0000,004,010002
02,0104009420,5BC,0000,5BB,0000,000,05BB,0000,004,010003
03,0002009001,5BC,0000,5BB,0000,000,05BB,0000,004,010004
04,8109804002,5BC,0000,5BB,0000,000,05BB,0000,004,010005
05,810C404002,5BC,0000,5BB,0000,000,05BB,0000,004,010006
06,810C204002,5BC,0000,5BB,0000,000,05BB,0000,004,010007
07,8078104002,5BC,0000,5BB,0000,000,05BB,0000,004,010078
78,81A4084002,5BC,0000,5BB,0000,000,05BB,0000,004,010079
79,8189044002,5BC,0000,5BB,0000,000,05BB,0000,004,01007A
7A,817D024002,5BC,0000,5BB,0000,000,05BB,0000,004,01007B
7B,80C4014002,5BC,0000,5BB,0000,000,05BB,0000,004,0100C4
C4,80DE801040,5BC,0000,5BB,0000,000,05BB,0000,004,0100DE
DE,4000000000,5BC,0000,5BB,0000,000,05BB,0000,004,0100DF
DF,8001101040,5BC,0000,5BB,0000,000,05BB,0000,004,010001
01,00A0009004,5BC,0000,5BC,0000,000,05BC,0000,004,010002
02,0104009420,5BD,0000,5BC,0000,000,05BC,0000,004,010003
